Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2982,data analytics course,153,4524,224.15,20,4,0.026,1083,20241105,hyderabad,tablet,learn data analytics
A2983,data analytics course,184,5903,182.5,15,10,0.05,1230,20241125,hyderabad,mobile,learn data analytics
A2984,data analytics course,119,5050,180.57,12,8,0.067,1243,20241104,hyderabad,mobile,analytics for data
A2985,data analytics course,109,4816,182.9,27,8,0.046,1123,21112024,hyderabad,desktop,data analytics training
A2986,data analytics course,168,4070,222.99,29,7,0.046,1733,20241112,hyderbad,mobile,data analytics training
A2987,data analytics course,0,5827,190.93,14,3,0.046,1731,20241130,hyderabad,desktop,data analytics course
A2988,data analytics course,82,4922,234.82,27,10,0.033,1556,20241117,hyderabad,desktop,data analytics training
A2989,data analytics course,112,4277,249.65,27,3,0.046,1953,20241126,hyderabad,tablet,data analytics online
A2990,data analytics course,99,3418,195.91,19,10,0.101,1242,4112024,hyderbad,desktop,data analytics training
A2991,data analytics course,89,3363,220.07,26,0,0.046,1939,20241109,hyderbad,desktop,data analytics course
A2992,data analytics course,154,4828,233.39,24,6,0.046,1661,2112024,hyderabad,tablet,learn data analytics
A2993,data analytics course,155,4135,226.66,26,7,0.057,1442,20241122,hyderabad,tablet,analytics for data
A2994,data analytics course,188,5254,190.43,27,7,0.037,1821,16112024,hyderabad,desktop,online data analytics
A2995,data analytics course,83,4439,232.13,28,7,0.084,1570,19112024,hyderabad,mobile,data analytics training
A2996,data analytics course,127,3053,183.57,10,8,0.063,1669,20241113,hyderabad,tablet,data analytics course
A2997,data analytics course,141,5550,213.82,0,10,0.046,1545,20241115,hyderbad,tablet,data analytics online
A2998,data analytics course,149,4678,241.41,11,6,0.046,1106,4112024,hyderabad,desktop,analytics for data
A2999,data analytics course,152,3036,210.78,12,6,0.046,1074,20241110,hyderabad,tablet,data analytics online
A3000,data analytics course,123,5050,247.93,11,8,0.065,1755,29112024,hyderabad,tablet,analytics for data
A3001,data analytics course,137,5057,194.11,11,6,0.044,1206,20241109,hyderbad,desktop,data analytics course
A3002,data analytics course,93,5346,197.78,15,8,0.086,1036,20241115,hyderbad,tablet,data analytics online
A3003,data analytics course,150,5580,204.73,24,10,0.067,1505,17112024,hyderabad,tablet,data analytics course
A3004,data analytics course,122,3351,196.49,13,3,0.025,1362,30112024,hyderabad,desktop,data analytics course
A3005,data analytics course,168,3128,184.27,30,7,0.046,1957,1112024,hyderabad,tablet,data analytics course
A3006,data analytics course,113,0,215.57,26,8,0.071,1285,12112024,hyderabad,mobile,data analytics course
A3007,data analytics course,124,5402,222.16,21,7,0.059,1091,20241127,hyderabad,desktop,data analytics training
A3008,data analytics course,95,4653,193.63,17,4,0.042,1688,27112024,hyderbad,desktop,data analytics course
A3009,data analytics course,185,4599,248.28,15,5,0.027,1673,6112024,hyderabad,desktop,data analytics online
A3010,data analytics course,144,3120,221.66,24,0,0.046,1061,20241113,hyderabad,mobile,data analytics training
A3011,data analytics course,175,3521,210.11,14,9,0.051,1140,20241128,hyderabad,mobile,analytics for data
A3012,data analytics course,88,5823,246.67,12,9,0.102,1514,1112024,hyderabad,mobile,data analytics course
A3013,data analytics course,90,5569,196.6,27,4,0.053,1516,20112024,hyderbad,desktop,data analytics online
A3014,data analytics course,94,4255,221.06,13,5,0.053,1623,20241120,hyderabad,desktop,learn data analytics
A3015,data analytics course,191,4910,232.7,14,10,0.052,1080,20241103,hyderabad,tablet,analytics for data
A3016,data analytics course,167,5675,222.56,15,4,0.024,1862,20241117,hyderabad,tablet,analytics for data
A3017,data analytics course,136,3777,186.5,11,4,0.029,1027,20241105,hyderabad,mobile,learn data analytics
A3018,data analytics course,110,5790,215.57,23,9,0.046,1463,8112024,hyderabad,tablet,data analytics online
A3019,data analytics course,171,3055,215.57,26,5,0.029,1701,20241118,hyderabad,mobile,data analytics training
A3020,data analytics course,134,5620,231.4,28,7,0.052,1499,20241129,hyderabad,desktop,data analytics training
A3021,data analytics course,170,4594,193.2,27,9,0.053,1319,27112024,hyderabad,mobile,analytics for data
A3022,data analytics course,151,4907,248.32,10,4,0.026,1948,23112024,hyderabad,desktop,data analytics course
A3023,data analytics course,124,5437,180.54,29,7,0.046,1564,9112024,hyderbad,desktop,analytics for data
A3024,data analytics course,88,4794,242.28,11,3,0.034,1210,20241107,hyderabad,mobile,data analytics training
A3025,data analytics course,118,5326,199.76,19,8,0.068,1195,20241124,hyderabad,tablet,analytics for data
A3026,data analytics course,160,5642,200.82,25,0,0.046,1505,29112024,hyderabad,mobile,learn data analytics
A3027,data analytics course,112,4594,236.12,29,8,0.071,1569,23112024,hyderabad,mobile,data analytics training
A3028,data analytics course,186,4352,223.95,29,3,0.016,1290,6112024,hyderbad,mobile,data analytics training
A3029,data analytics course,139,4220,206.02,21,5,0.036,1671,20241121,hyderabad,desktop,learn data analytics
A3030,data analytics course,164,4909,245.06,13,3,0.045,1601,4112024,hyderabad,mobile,learn data analytics
A3031,data analytics course,89,3148,219.25,13,4,0.045,1533,20241106,hyderabad,desktop,data analytics online
A3032,data analytics course,107,3105,195.46,20,10,0.037,1455,20241119,hyderabad,mobile,data analytics online
A3033,data analytics course,179,5062,214.66,18,4,0.05,1815,24112024,hyderabad,mobile,data analytics course
A3034,data analytics course,136,4096,228.79,19,10,0.039,1054,20241126,hyderabad,desktop,data analytics training
A3035,data analytics course,140,4283,205.02,22,7,0.046,1674,20241111,hyderbad,mobile,data analytics course
A3036,data analytics course,137,4189,208.84,17,0,0.046,1211,20241109,hyderabad,mobile,online data analytics
A3037,data analytics course,199,4818,230.19,11,7,0.038,1714,20241108,hyderabad,desktop,online data analytics
A3038,data analytics course,95,5256,235.84,12,8,0.052,1324,20241124,hyderabad,mobile,data analytics training
A3039,data analytics course,182,3980,191.75,16,5,0.027,1050,20241108,hyderbad,tablet,online data analytics
A3040,data analytics course,132,4359,237.12,29,3,0.046,1872,1112024,hyderabad,mobile,online data analytics
A3041,data analytics course,139,5326,241.7,29,5,0.036,1423,8112024,hyderabad,mobile,analytics for data
A3042,data analytics course,134,5614,220.52,14,6,0.036,1505,15112024,hyderabad,desktop,data analytics online
A3043,data analytics course,166,3746,213.81,16,5,0.03,1750,20241108,hyderabad,mobile,data analytics online
A3044,data analytics course,121,5608,219.92,19,4,0.049,1209,20241114,hyderabad,tablet,data analytics training
A3045,data analytics course,173,4582,204.99,17,5,0.029,1703,20241121,hyderabad,desktop,data analytics training
A3046,data analytics course,132,4438,232.68,24,7,0.046,1959,20241109,hyderabad,desktop,analytics for data
A3047,data analytics course,136,5011,236.62,25,5,0.037,1582,20241103,hyderabad,mobile,data analytics course
A3048,data analytics course,174,5864,190.45,26,5,0.045,1508,20241127,hyderabad,mobile,data analytics training
A3049,data analytics course,168,5114,186.75,10,3,0.018,1530,20241118,hyderabad,desktop,online data analytics
A3050,data analytics course,117,5658,191.48,13,3,0.032,1779,20241125,hyderabad,mobile,learn data analytics
A3051,data analytics course,187,4876,192.2,16,5,0.027,1396,20241109,hyderabad,tablet,analytics for data
A3052,data analytics course,0,5139,212.2,20,10,0.046,1613,20241118,hyderabad,tablet,online data analytics
A3053,data analytics course,0,5470,210.97,0,7,0.046,1928,20241121,hyderabad,desktop,data analytics online
A3054,data analytics course,112,5143,242.96,18,3,0.027,1029,7112024,hyderabad,mobile,data analytics training
A3055,data analytics course,124,0,209.92,15,4,0.032,1505,20241125,hyderbad,desktop,data analytics online
A3056,data analytics course,132,4769,236.41,15,4,0.03,1505,26112024,hyderabad,tablet,analytics for data
A3057,data analytics course,167,3366,213.02,28,4,0.059,1159,20241114,hyderabad,mobile,data analytics course
A3058,data analytics course,165,5228,199.73,27,3,0.04,1829,5112024,hyderabad,mobile,analytics for data
A3059,data analytics course,108,4266,220.02,24,5,0.046,1282,23112024,hyderabad,mobile,data analytics training
A3060,data analytics course,182,5102,226.22,16,10,0.06,1600,20241107,hyderbad,mobile,data analytics course
A3061,data analytics course,91,3787,226.17,26,8,0.088,1493,10112024,hyderabad,tablet,data analytics course
A3062,data analytics course,194,4598,233.86,25,4,0.046,1565,5112024,hyderabad,tablet,data analytics online
A3063,data analytics course,189,5404,218.41,17,10,0.053,1418,20241124,hyderabad,mobile,learn data analytics
A3064,data analytics course,85,4432,214.79,22,7,0.082,1262,23112024,hyderbad,tablet,data analytics online
A3065,data analytics course,162,4016,224.48,28,10,0.041,1060,20241119,hyderabad,mobile,data analytics training
A3066,data analytics course,0,5379,248.46,28,5,0.046,1881,27112024,hyderabad,desktop,online data analytics
A3067,data analytics course,88,5093,222.28,13,9,0.05,1185,9112024,hyderabad,desktop,online data analytics
A3068,data analytics course,121,5092,219.15,21,6,0.05,1864,20241104,hyderabad,desktop,analytics for data
A3069,data analytics course,81,3015,218.69,10,7,0.086,1550,20241127,hyderabad,desktop,learn data analytics
A3070,data analytics course,125,3745,206.93,24,3,0.024,1619,20241108,hyderbad,tablet,data analytics course
A3071,data analytics course,188,5046,202.52,18,10,0.06,1625,20241105,hyderabad,tablet,online data analytics
A3072,data analytics course,99,4032,186.45,19,5,0.046,1074,20241103,hyderabad,desktop,data analytics course
A3073,data analytics course,170,3879,245.0,29,0,0.046,1202,20241126,hyderabad,tablet,data analytics course
A3074,data analytics course,105,4968,188.38,14,5,0.046,1135,20241121,hyderabad,tablet,learn data analytics
A3075,data analytics course,173,5872,190.3,24,5,0.029,1953,26112024,hyderabad,tablet,data analytics online
A3076,data analytics course,186,3058,230.71,27,7,0.038,1505,23112024,hyderabad,mobile,analytics for data
A3077,data analytics course,143,3109,246.92,22,5,0.035,1589,13112024,hyderabad,tablet,learn data analytics
A3078,data analytics course,124,5415,217.55,0,4,0.032,1258,27112024,hyderbad,desktop,data analytics online
A3079,data analytics course,154,5633,245.95,29,7,0.035,1604,20241103,hyderbad,tablet,learn data analytics
A3080,data analytics course,85,5402,191.95,18,7,0.082,1002,26112024,hyderabad,desktop,data analytics training
A3081,data analytics course,167,4059,209.18,17,4,0.024,1742,16112024,hyderabad,tablet,learn data analytics
A3082,data analytics course,139,3172,227.83,20,10,0.072,1130,28112024,hyderbad,tablet,analytics for data
A3083,data analytics course,193,5716,224.53,19,9,0.047,1167,20241113,hyderabad,desktop,online data analytics
A3084,data analytics course,127,4816,245.25,23,3,0.049,1985,7112024,hyderabad,tablet,learn data analytics
A3085,data analytics course,80,3742,247.16,0,10,0.055,1686,20241108,hyderabad,tablet,analytics for data
A3086,data analytics course,174,4469,215.98,14,8,0.046,1619,20241107,hyderabad,desktop,online data analytics
A3087,data analytics course,127,3454,209.19,19,10,0.058,1937,20241105,hyderabad,desktop,data analytics training
A3088,data analytics course,151,3702,245.02,22,9,0.06,1983,4112024,hyderbad,tablet,learn data analytics
A3089,data analytics course,113,4258,232.25,16,10,0.088,1374,20241124,hyderabad,mobile,online data analytics
A3090,data analytics course,159,4047,205.62,24,3,0.05,1177,9112024,hyderabad,tablet,analytics for data
A3091,data analytics course,197,3319,215.83,26,10,0.051,1342,18112024,hyderbad,desktop,analytics for data
A3092,data analytics course,106,5661,181.96,17,3,0.028,1250,20241111,hyderabad,desktop,data analytics online
A3093,data analytics course,143,4914,222.69,12,7,0.05,1280,12112024,hyderabad,desktop,analytics for data
A3094,data analytics course,111,5382,219.59,29,5,0.032,1464,20241125,hyderabad,desktop,analytics for data
A3095,data analytics course,98,5898,186.46,20,6,0.038,1505,20241109,hyderabad,mobile,data analytics online
A3096,data analytics course,98,3967,214.51,12,5,0.051,1180,20241108,hyderabad,desktop,analytics for data
A3097,data analytics course,109,3089,190.0,0,7,0.038,1779,20241101,hyderabad,tablet,data analytics online
A3098,data analytics course,168,3219,193.16,12,7,0.037,1395,20241123,hyderabad,mobile,online data analytics
A3099,data analytics course,127,4039,247.92,20,8,0.063,1505,20241127,hyderabad,mobile,learn data analytics
A3100,data analytics course,136,4051,194.29,25,5,0.046,1505,20241128,hyderabad,tablet,learn data analytics
A3101,data analytics course,173,5270,233.33,11,7,0.04,1783,16112024,hyderabad,desktop,analytics for data
A3102,data analytics course,184,3239,221.33,25,10,0.054,1557,20241104,hyderbad,desktop,online data analytics
A3103,data analytics course,174,4054,201.25,15,7,0.046,1514,23112024,hyderabad,mobile,learn data analytics
A3104,data analytics course,196,5448,232.55,30,8,0.041,1694,20241114,hyderabad,desktop,learn data analytics
A3105,data analytics course,193,0,238.8,20,5,0.04,1327,20241102,hyderabad,mobile,data analytics training
A3106,data analytics course,97,3937,197.37,14,10,0.103,1160,20241122,hyderabad,tablet,learn data analytics
A3107,data analytics course,128,4175,200.11,12,10,0.059,1599,20241120,hyderabad,desktop,data analytics online
A3108,data analytics course,143,5780,237.51,24,4,0.054,1440,15112024,hyderbad,mobile,data analytics online
A3109,data analytics course,0,3809,202.28,17,9,0.059,1031,20241117,hyderabad,desktop,data analytics course
A3110,data analytics course,83,3684,203.47,0,0,0.046,1805,17112024,hyderabad,tablet,data analytics course
A3111,data analytics course,189,3226,236.68,14,6,0.032,1364,20241106,hyderabad,tablet,analytics for data
A3112,data analytics course,165,4978,180.25,12,4,0.058,1123,14112024,hyderabad,tablet,online data analytics
A3113,data analytics course,172,5041,189.31,22,10,0.046,1645,20241107,hyderbad,mobile,data analytics training
A3114,data analytics course,183,4124,186.66,24,6,0.033,1183,20241128,hyderabad,tablet,data analytics course
A3115,data analytics course,196,3143,238.22,28,7,0.036,1234,20241108,hyderabad,mobile,data analytics online
A3116,data analytics course,98,4505,209.36,27,5,0.046,1186,29112024,hyderabad,tablet,learn data analytics
A3117,data analytics course,158,3736,226.99,11,8,0.046,1606,20241129,hyderabad,tablet,data analytics training
A3118,data analytics course,104,5949,216.6,28,4,0.038,1102,10112024,hyderabad,mobile,analytics for data
A3119,data analytics course,84,4625,226.02,13,5,0.046,1969,14112024,hyderabad,desktop,online data analytics
A3120,data analytics course,128,5022,188.96,26,6,0.047,1108,20241102,hyderabad,mobile,data analytics training
A3121,data analytics course,99,5483,180.04,0,5,0.05,1687,4112024,hyderabad,desktop,analytics for data
A3122,data analytics course,107,5491,217.98,17,10,0.093,1480,11112024,hyderabad,mobile,online data analytics
A3123,data analytics course,86,4078,208.92,26,3,0.035,1698,20241106,hyderbad,mobile,data analytics course
A3124,data analytics course,0,3052,245.45,24,6,0.046,1769,20241128,hyderabad,desktop,data analytics online
A3125,data analytics course,88,3708,225.76,10,5,0.036,1667,12112024,hyderabad,tablet,data analytics training
A3126,data analytics course,141,5314,184.34,29,10,0.071,1271,20241119,hyderabad,mobile,online data analytics
A3127,data analytics course,193,3566,212.73,19,7,0.036,1311,20241104,hyderabad,desktop,data analytics online
A3128,data analytics course,185,4839,193.99,26,6,0.032,1492,4112024,hyderabad,desktop,data analytics training
A3129,data analytics course,117,5145,244.44,12,8,0.068,1505,10112024,hyderabad,mobile,data analytics online
A3130,data analytics course,147,4371,243.04,26,9,0.061,1776,20241118,hyderabad,desktop,online data analytics
A3131,data analytics course,197,5697,243.72,13,3,0.046,1154,6112024,hyderabad,mobile,learn data analytics
A3132,data analytics course,81,3096,228.47,22,3,0.037,1386,20241122,hyderabad,tablet,analytics for data
A3133,data analytics course,198,4163,218.64,11,6,0.03,1904,30112024,hyderabad,tablet,learn data analytics
A3134,data analytics course,155,5150,224.6,24,7,0.039,1146,20241104,hyderabad,tablet,data analytics course
A3135,data analytics course,181,3948,223.51,17,4,0.057,1075,10112024,hyderabad,mobile,analytics for data
A3136,data analytics course,108,3126,248.94,12,3,0.028,1942,20241116,hyderabad,tablet,analytics for data
A3137,data analytics course,114,5551,195.44,30,5,0.044,1255,20241115,hyderbad,tablet,analytics for data
A3138,data analytics course,146,5712,221.73,26,5,0.046,1201,20241112,hyderbad,mobile,analytics for data
A3139,data analytics course,89,4175,194.22,11,3,0.055,1370,20241122,hyderbad,desktop,data analytics training
A3140,data analytics course,82,0,215.57,30,8,0.098,1511,17112024,hyderbad,desktop,learn data analytics
A3141,data analytics course,98,5728,230.52,14,10,0.046,1322,7112024,hyderabad,mobile,data analytics training
A3142,data analytics course,87,3161,244.49,24,8,0.092,1161,20241106,hyderabad,tablet,data analytics online
A3143,data analytics course,146,4773,248.27,30,6,0.041,1304,20241101,hyderabad,tablet,online data analytics
A3144,data analytics course,0,3385,208.31,25,10,0.046,1972,20241116,hyderabad,mobile,analytics for data
A3145,data analytics course,122,5600,223.06,12,3,0.025,1061,20241118,hyderabad,tablet,learn data analytics
A3146,data analytics course,153,4218,228.36,16,7,0.046,1178,3112024,hyderabad,mobile,data analytics online
A3147,data analytics course,108,3358,184.1,28,4,0.037,1888,20241116,hyderbad,desktop,analytics for data
A3148,data analytics course,147,3021,200.17,20,4,0.027,1718,18112024,hyderbad,mobile,analytics for data
A3149,data analytics course,121,4477,224.77,28,10,0.083,1604,17112024,hyderbad,tablet,data analytics online
A3150,data analytics course,112,4073,180.24,30,4,0.046,1628,20241112,hyderabad,tablet,data analytics training
A3151,data analytics course,127,5172,204.19,10,4,0.031,1183,20241120,hyderabad,mobile,data analytics online
A3152,data analytics course,192,5896,201.18,30,9,0.05,1589,30112024,hyderabad,desktop,data analytics course
A3153,data analytics course,174,3427,223.77,20,7,0.036,1293,15112024,hyderabad,desktop,analytics for data
A3154,data analytics course,166,4176,243.1,16,9,0.041,1147,20241124,hyderabad,desktop,learn data analytics
A3155,data analytics course,98,5835,232.82,19,6,0.046,1989,20241102,hyderabad,mobile,data analytics online
A3156,data analytics course,191,5438,244.1,19,5,0.046,1203,20241108,hyderbad,tablet,learn data analytics
A3157,data analytics course,89,4936,199.91,16,4,0.059,1543,20241114,hyderabad,desktop,data analytics course
A3158,data analytics course,180,3526,215.57,15,7,0.039,1336,20241116,hyderabad,mobile,online data analytics
A3159,data analytics course,91,5509,186.22,29,5,0.055,1928,20241102,hyderabad,mobile,learn data analytics
A3160,data analytics course,114,5748,184.76,16,8,0.07,1490,20241121,hyderabad,desktop,data analytics online
A3161,data analytics course,80,5155,217.3,28,5,0.046,1316,12112024,hyderabad,tablet,data analytics course
A3162,data analytics course,127,4537,247.11,17,7,0.043,1451,20241118,hyderabad,tablet,analytics for data
A3163,data analytics course,84,5468,227.36,13,4,0.048,1228,20241126,hyderabad,tablet,data analytics course
A3164,data analytics course,182,4390,239.33,11,7,0.052,1799,20241127,hyderbad,tablet,data analytics training
A3165,data analytics course,105,5883,180.07,20,4,0.038,1586,20241105,hyderabad,mobile,data analytics course
A3166,data analytics course,162,3120,245.58,30,6,0.037,1952,6112024,hyderbad,mobile,data analytics training
A3167,data analytics course,118,4377,219.81,21,4,0.034,1290,20241114,hyderabad,desktop,analytics for data
A3168,data analytics course,131,5719,183.69,12,7,0.053,1555,23112024,hyderabad,mobile,data analytics training
A3169,data analytics course,116,4250,186.34,12,3,0.026,1043,20241130,hyderabad,desktop,analytics for data
A3170,data analytics course,80,5648,239.26,10,6,0.075,1005,20241120,hyderabad,mobile,data analytics course
A3171,data analytics course,81,3394,187.24,12,6,0.074,1227,12112024,hyderabad,tablet,data analytics course
A3172,data analytics course,189,5117,197.9,20,8,0.042,1710,28112024,hyderabad,mobile,analytics for data
A3173,data analytics course,128,3861,232.11,30,10,0.046,1636,18112024,hyderabad,tablet,data analytics course
A3174,data analytics course,182,3303,238.4,17,4,0.022,1695,20241105,hyderabad,desktop,data analytics online
A3175,data analytics course,124,4192,184.42,12,6,0.048,1505,5112024,hyderabad,tablet,data analytics course
A3176,data analytics course,137,3720,237.22,24,5,0.036,1811,10112024,hyderabad,mobile,online data analytics
A3177,data analytics course,106,5789,183.62,19,3,0.028,1838,20241116,hyderabad,desktop,data analytics online
A3178,data analytics course,102,5113,206.65,27,6,0.059,1466,20241119,hyderabad,mobile,data analytics course
A3179,data analytics course,155,3234,204.47,12,4,0.026,1401,20241116,hyderabad,desktop,learn data analytics
A3180,data analytics course,85,3088,234.24,24,4,0.047,1210,20241107,hyderbad,tablet,analytics for data
A3181,data analytics course,126,5114,233.27,30,5,0.046,1197,15112024,hyderbad,tablet,data analytics online
A3182,data analytics course,96,5070,210.63,27,10,0.104,1653,20241118,hyderbad,tablet,online data analytics
A3183,data analytics course,128,4445,200.52,14,4,0.031,1861,20241105,hyderabad,tablet,learn data analytics
A3184,data analytics course,151,3656,199.96,26,7,0.051,1566,20241117,hyderabad,desktop,online data analytics
A3185,data analytics course,95,3583,223.37,22,9,0.033,1821,29112024,hyderbad,desktop,online data analytics
A3186,data analytics course,193,4790,247.69,23,5,0.026,1687,24112024,hyderabad,mobile,data analytics online
A3187,data analytics course,90,3235,211.4,29,10,0.111,1290,20241119,hyderabad,tablet,analytics for data
A3188,data analytics course,175,3832,245.61,27,5,0.029,1388,20241126,hyderbad,desktop,data analytics online
A3189,data analytics course,153,4261,230.25,27,7,0.046,1027,20241105,hyderabad,desktop,analytics for data
A3190,data analytics course,103,4796,180.64,26,7,0.046,1102,20241103,hyderbad,mobile,data analytics training
A3191,data analytics course,102,5229,208.55,30,5,0.049,1065,20241115,hyderbad,mobile,analytics for data
A3192,data analytics course,199,3754,220.16,26,0,0.045,1262,20241120,hyderabad,tablet,data analytics course
A3193,data analytics course,96,4851,229.12,27,6,0.046,1271,20241103,hyderabad,tablet,data analytics training
A3194,data analytics course,107,4816,243.41,20,5,0.046,1505,20241125,hyderabad,tablet,data analytics course
A3195,data analytics course,170,5404,218.24,24,5,0.046,1818,29112024,hyderabad,desktop,data analytics online
A3196,data analytics course,145,3068,237.7,24,7,0.046,1494,20241119,hyderbad,mobile,data analytics course
A3197,data analytics course,148,5877,213.84,25,8,0.046,1371,18112024,hyderabad,desktop,learn data analytics
A3198,data analytics course,141,4188,228.12,16,9,0.046,1204,30112024,hyderabad,desktop,data analytics online
A3199,data analytics course,89,5676,183.58,14,0,0.046,1254,20241116,hyderabad,mobile,data analytics online
A3200,data analytics course,140,4677,223.74,20,9,0.064,1610,20241104,hyderabad,mobile,learn data analytics
A3201,data analytics course,135,3793,190.88,24,9,0.053,1505,20241119,hyderbad,desktop,data analytics online
A3202,data analytics course,105,3548,216.8,30,7,0.054,1663,14112024,hyderbad,tablet,learn data analytics
A3203,data analytics course,119,5944,225.75,24,0,0.046,1516,13112024,hyderabad,tablet,analytics for data
A3204,data analytics course,128,4662,187.28,23,9,0.046,1710,20241113,hyderabad,desktop,data analytics training
A3205,data analytics course,120,4453,240.34,23,8,0.067,1452,20241126,hyderabad,tablet,online data analytics
A3206,data analytics course,163,5052,234.73,24,6,0.046,1848,17112024,hyderabad,mobile,online data analytics
A3207,data analytics course,94,4457,246.18,14,6,0.053,1492,20241115,hyderabad,tablet,data analytics online
A3208,data analytics course,0,5528,185.93,21,5,0.045,1719,15112024,hyderabad,mobile,data analytics training
A3209,data analytics course,146,4474,190.94,18,10,0.046,1872,20241107,hyderbad,tablet,data analytics online
A3210,data analytics course,193,5129,243.78,13,10,0.052,1583,20241106,hyderabad,tablet,data analytics course
A3211,data analytics course,96,5210,223.05,10,8,0.083,1483,20241129,hyderabad,tablet,online data analytics
A3212,data analytics course,150,3456,242.22,16,7,0.047,1215,20241102,hyderbad,desktop,data analytics training
A3213,data analytics course,130,4109,207.1,19,6,0.046,1521,20241116,hyderbad,mobile,learn data analytics
A3214,data analytics course,99,3522,210.01,28,9,0.034,1932,20241123,hyderbad,mobile,analytics for data
A3215,data analytics course,143,3600,238.14,26,7,0.049,1891,20241109,hyderabad,tablet,analytics for data
A3216,data analytics course,116,3026,209.03,24,9,0.046,1819,10112024,hyderabad,desktop,data analytics online
A3217,data analytics course,120,0,214.76,29,5,0.042,1926,20241130,hyderbad,mobile,data analytics training
A3218,data analytics course,115,4857,195.05,29,9,0.078,1644,20241117,hyderabad,desktop,data analytics training
A3219,data analytics course,175,5915,223.39,23,8,0.042,1595,20241108,hyderabad,tablet,learn data analytics
A3220,data analytics course,100,3948,230.56,30,6,0.046,1234,20241112,hyderabad,tablet,analytics for data
A3221,data analytics course,114,5446,207.62,11,8,0.046,1355,20241112,hyderabad,mobile,data analytics online
A3222,data analytics course,109,5388,205.68,22,6,0.055,1339,19112024,hyderabad,desktop,data analytics training
A3223,data analytics course,154,5138,194.15,17,7,0.045,1295,20241117,hyderabad,mobile,data analytics course
A3224,data analytics course,199,3534,238.67,24,5,0.025,1776,20241121,hyderabad,mobile,data analytics training
A3225,data analytics course,98,4302,183.4,16,9,0.092,1765,20241119,hyderabad,desktop,data analytics course
A3226,data analytics course,196,4367,238.44,20,7,0.046,1931,27112024,hyderbad,desktop,data analytics online
A3227,data analytics course,81,3721,222.89,17,4,0.046,1690,20241115,hyderabad,desktop,data analytics course
A3228,data analytics course,150,4351,203.7,26,8,0.046,1765,20241118,hyderbad,desktop,data analytics training
A3229,data analytics course,121,3122,237.57,29,6,0.05,1796,7112024,hyderabad,mobile,learn data analytics
A3230,data analytics course,124,3924,188.66,24,6,0.041,1472,20241104,hyderabad,tablet,data analytics training
A3231,data analytics course,108,4126,219.33,22,3,0.028,1275,20241129,hyderabad,mobile,data analytics course
A3232,data analytics course,192,3499,237.83,20,10,0.043,1505,20241112,hyderabad,tablet,analytics for data
A3233,data analytics course,178,3708,192.77,20,10,0.056,1292,16112024,hyderbad,tablet,data analytics online
A3234,data analytics course,191,3302,207.75,18,9,0.047,1505,26112024,hyderabad,mobile,learn data analytics
A3235,data analytics course,147,3131,242.53,10,4,0.046,1231,20241118,hyderbad,desktop,data analytics course
A3236,data analytics course,88,5145,242.9,16,10,0.043,1963,20241114,hyderbad,tablet,analytics for data
A3237,data analytics course,92,5241,223.48,23,9,0.046,1050,20241118,hyderabad,desktop,data analytics online
A3238,data analytics course,148,4149,223.33,30,6,0.041,1318,20241108,hyderbad,tablet,data analytics course
A3239,data analytics course,127,3791,231.06,11,6,0.046,1351,3112024,hyderabad,desktop,online data analytics
A3240,data analytics course,156,4375,249.33,26,6,0.038,1663,15112024,hyderabad,tablet,data analytics course
A3241,data analytics course,176,3753,201.76,11,4,0.023,1070,20241107,hyderabad,mobile,data analytics training
A3242,data analytics course,145,4275,185.05,25,7,0.036,1574,9112024,hyderabad,desktop,data analytics training
A3243,data analytics course,136,4332,234.52,19,6,0.043,1162,20241118,hyderabad,desktop,learn data analytics
A3244,data analytics course,150,4001,219.1,25,6,0.046,1365,20241109,hyderbad,tablet,online data analytics
A3245,data analytics course,145,4436,190.63,13,10,0.069,1502,20241121,hyderabad,tablet,data analytics course
A3246,data analytics course,165,5661,215.57,28,6,0.036,1848,20241102,hyderbad,desktop,data analytics online
A3247,data analytics course,183,5746,248.15,14,5,0.053,1012,25112024,hyderbad,tablet,data analytics course
A3248,data analytics course,176,3906,214.0,29,4,0.037,1382,25112024,hyderabad,tablet,online data analytics
A3249,data analytics course,164,5127,194.76,20,5,0.046,1505,20241112,hyderbad,tablet,analytics for data
A3250,data analytics course,0,4093,230.81,15,6,0.046,1713,2112024,hyderbad,desktop,data analytics course
A3251,data analytics course,95,4933,220.04,15,3,0.046,1366,20241104,hyderabad,mobile,data analytics training
A3252,data analytics course,83,5180,209.62,30,4,0.046,1972,20241113,hyderbad,desktop,analytics for data
A3253,data analytics course,91,4988,217.34,10,10,0.11,1508,29112024,hyderabad,mobile,learn data analytics
A3254,data analytics course,107,5510,216.1,14,8,0.075,1857,19112024,hyderabad,mobile,online data analytics
A3255,data analytics course,83,3187,215.57,25,10,0.034,1571,20241107,hyderbad,mobile,learn data analytics
A3256,data analytics course,166,3788,238.56,18,8,0.048,1657,6112024,hyderabad,mobile,learn data analytics
A3257,data analytics course,182,4575,233.74,24,10,0.046,1844,20241113,hyderbad,mobile,learn data analytics
A3258,data analytics course,188,4382,249.5,12,9,0.049,1746,13112024,hyderbad,desktop,analytics for data
